"text","label"
"A 65-year-old man presented with massive lower gastrointestinal tract hemorrhage. Minimal changes were noted on sigmoidoscopy, no bleeding lesions were identified on arteriography or red blood cell scan, and barium enema examination demonstrated only diverticular disease and minimal cecal deformity, interpreted as secondary to a recent appendectomy. Colonoscopy demonstrated multiple deep cecal ulcers. These were presumed to be due to an infectious etiology, since the stools were culture-positive for Salmonella typhimurium. The hemorrhage stopped within 24 hours of treatment with Ampicillin, Flagyl, and Gentamicin. The patient has remained well over a 12-month follow-up period. Repeat colonoscopy demonstrated healing of the cecal ulcers and there was also clearing of the Salmonella from the stools. This case report serves to remind us of the different methods used to diagnose lower gastrointestinal tract hemorrhage, and the importance of considering infectious causes of colitis.","1"
"The occurrence of an enzyme that catalyses the conversion of cytidine into deoxycytidine was demonstrated in homogenates of Acetabularia. Cytidine was identified as the substrate by comparing cytidine, cytidine 5'-monophosphate, cytidine 5'-diphosphate and cytidine 5'-triphosphate as potential substrates. Experiments with ATP analogues whose inhibitory effect on kinase reactions is well established, supplied evidence that the nucleoside is reduced without a phosphorylation step before the reduction. Further evidence in this line came from incubations with cytidine in the presence of phosphatase and from trap-type experiments in which the effects of excess non-labelled cytidine 5'-phosphate and deoxycytidine, respectively, on the formation of deoxycytidine phosphates from cytidine were studied.","1"
"My sister went to the gym today and it was pretty chill.","0"
"Antigens prepared from culture supernatants or whole cells of several cariogenic strains were examined by immunoelectrophoresis for their crossed antigenicity, with reference to Streptococcus mutans OMZ175, serotype f. Crossed immunoelectrophoresis revealed a crossreactivity between soluble extracellular and wall associated antigens of six strains of Streptococcus mutans and one strain of Streptococcus sanguis. Protease destroyed the immunoreactivity of crossreactive antigens. One of them was shown to be localized on the bacterial surface.","1"
"In order to define humoral growth factors which may regulate mammalian renal development, the growth requirements of fetal metanephric organogenesis were studied in serum-free murine organ culture. Metanephric growth, determined by cell proliferation and protein content, and metanephric differentiation, determined morphometrically as epithelial glomerular formation, were compared and contrasted following 144 hours of organ culture incubation in basal medium, basal medium supplemented with 10% fetal bovine serum, and basal medium supplemented with various combinations of growth factors. The basal medium was composed of equal volumes of Dulbecco's modified Eagle's medium and Ham's F-12 medium. Five humoral growth factors were studied in the following concentrations: selenium, 6.8 X 10(-9) M; insulin, 8.3 X 10(-7) M; triiodothyronine, 2 X 10(-9) M; transferrin, 6.2 X 10(-8) M; and prostaglandin E1, 7.1 X 10(-8) M. Results showed that transferrin and prostaglandin E1 were necessary for optimal growth in the system and that prostaglandin E1 was necessary for maximal metanephric differentiation. Such data provide guidelines for the creation of serum-free medium for future fetal renal cell and tissue culture systems, and provide insight into the factors which may regulate normal and abnormal renal embryogenesis and the reparative processes of renal hyperplasia and hypertrophy which follow renal injury.","1"
"My brother walked to a cafe last night and it was actually fun.","0"
"Analytical procedures recently described for the quantitative determination of antibiotics in body fluids are reviewed. High-performance liquid chromatography (HPLC) and immunoassays appear as an alternative to current microbiological assays. HPLC has been applied to most antibiotics in clinical use and a major part of the review deals with this technique. Attention is given to sample pretreatment, characteristics of chromatography and detection, and limit of sensitivity. Non-isotopic immunoassays have been essentially applied to aminoglycosides and vancomycin and are also reviewed. Advantages and drawbacks of HPLC and immunoassays are presented.","1"
"Someone texted to home yesterday and it was actually fun.","0"
"Someone visited to the office last night and it was actually fun.","0"
"I called to home after class and it was actually fun.","0"
"Fluoxetine hydrochloride, a new antidepressant, was administered to 10 obsessive-compulsive patients, and the effects of treatment were examined in a single-blind placebo design. The effects of fluoxetine were examined with respect to depressive symptomatology and obsessions and compulsions per se. The results suggest that fluoxetine affected depressive symptoms but also had an effect on self-reported measures of obsessions and ritualistic behavior. Results are discussed in terms of improvement in obsessive-compulsive disorder, the relation of improvement to initial levels of depression, and patients' ability to tolerate the drug.","1"
"We visited to the library today and then I took a nap.","0"
"The efficacy of antacid in the treatment of benign gastric ulcer is less well established than in the treatment of duodenal ulcer. The objective of this study was to monitor ulcer healing and symptom relief in 38 patients with gastric ulceration treated for 6 weeks with cimetidine (Tagamet) 300 mg q.i.d. or an aluminum-magnesium containing antacid (Mylanta II) 10 ml q.i.d. (acid neutralizing capacity 203.2 mEq/day). The study was single-blind; the study physicians and those providing endoscopic assessments were not aware of the patients' treatment. Entered into the study were 19 male and 19 female patients ranging in age from 17 to 70 years, with a mean age of 52 years. None of the patients had taken cimetidine in the previous month, and none abused alcohol or nonsteroidal anti-inflammatory agents, but two-thirds of the patients were smokers. Five patients in the antacid group withdrew for numerous reasons including continued pain, noncompliance, and side effects. All patients in the cimetidine group completed the study, and no side effects were noted. There was no difference between the antacid- and the cimetidine-treated patients in the relief of symptoms. There was a significant difference in the 6-week ulcer healing between the groups, with 14/19 (74%) healed in the cimetidine group compared with only 6/14 (43%) healed in the antacid group (p less than 0.025). Thus, Mylanta II, 10 ml four times daily, is comparable to cimetidine 300 mg q.i.d. in the symptomatic relief of benign gastric ulceration, but ulcer healing was superior using cimetidine.","1"
"I went to the park yesterday because I was bored.","0"
"Microwave-oven technology has been improved by the use of low power. With the utilization of low-power techniques, studies showed equal or better retention of nutrients for microwave, as compared with conventional, reheated foods for thiamin, riboflavin, pyridoxine, folacin, and ascorbic acid. Beef roasts microwaved at ""simmer"" were comparable with conventionally cooked roasts in sensory quality, while vegetables cooked by an institutional (1,150 w) microwave oven were superior to those cooked in a domestic (550 w) microwave oven. Microwave-cooked bacon had lower levels of nitrosamines than conventionally cooked bacon; however, the use of a new alpha-tocopherol coating system has been found to be a safe N-nitrosamine inhibitor regardless of cooking method used.","1"
"Maltose-binding protein (MBP) is essential for maltose transport and chemotaxis in Escherichia coli. To perform these functions it must interact with two sets of cytoplasmic membrane proteins, the MalFGK transport complex and the chemotactic signal transducer Tar. MBP is present at high concentrations, on the order of 1 mM, in the periplasm of maltose-induced or malTc constitutive cells. To determine how the amount of MBP affects transport and taxis, we utilized a series of malE signal-sequence mutations that interfere with export of MBP. The MBP content in shock fluid from cells carrying the various mutations ranged from 4 to 23% of the malE+ level. The apparent Km for maltose transport varied by less than a factor of 2 among malE+ and mutant strains. At a saturating maltose concentration 9% (approximately 90 microM) of the malE+ amount of MBP was required for half-maximal uptake rates. Transport exhibited a sigmoidal dependence on the amount of periplasmic MBP, indicating that MBP may be involved in a cooperative interaction at some stage of the transport process. The chemotactic response to a saturating maltose stimulus exhibited a first-order dependence on the amount of periplasmic MBP. Thus, interaction of a single substrate-bound MBP with Tar appears sufficient to initiate a chemotactic signal from the transducer. A half-maximal chemotactic response occurred at 25% of the malE+ MBP level, suggesting that in vivo the KD for binding of maltose-loaded MBP to Tar is quite high (approximately 250 microM).","1"
"The spoT gene of Salmonella typhimurium has been identified. Mutations in spoT map between gltC and pyrE at 79 min. The spoT1 mutant has elevated levels of guanosine 5'-diphosphate-3'-diphosphate (ppGpp) during steady-state growth and exhibits a slower than normal decay of ppGpp after reversal of amino acid starvation. The spoT1 mutation elevates his operon expression but is distinct from known his regulatory mutations. Elevated his operon expression in spoT mutants causes resistance to the histidine analogs, 1,2,4-triazole-3-alanine and 3-amino-1,2,4-triazole. These properties of spoT mutants allowed us to identify and characterize additional spoT mutants. Approximately 40% of these mutants are temperature sensitive for growth on minimal medium, suggesting that the spoT function is essential or that excessive accumulation of ppGpp is lethal.","1"
"Someone played to a cafe today and it was pretty chill.","0"
"Immunofluorescence microscopy of cultured animal cells is often performed after detergent permeabilization of formaldehyde-fixed cellular membranes so that antibodies may have access to intracellular antigens. A comparison was made of the ability of several detergents, after formaldehyde fixation, to affect localization of intracellular proteins or to permeabilize different organelles to antibodies. Saponin, a detergent-like molecule that can permeabilize cholesterol-containing membranes, was also used. Four monoclonal antibodies were found to have a bright, discrete fluorescence localization with saponin alone, but were almost undetectable when the cells were treated with nonionic detergents such as Triton X-100 or NP-40. These immunoglobulin G antibodies included two against lysosomal membrane glycoproteins, one against an integral membrane protein found in the plasma membrane and endocytic vesicles, and one against a membrane protein in the endoplasmic reticulum and the nuclear envelope. However, antigens localized in mitochondria and the nucleus required the use of a detergent such as Triton X-100 for their detection. The detection of a number of other membrane or cytoplasmic proteins was unaffected by Triton X-100 treatment. It was concluded that nonionic detergents such as Triton X-100 cause artifactual loss of detection of some membrane proteins, and saponin is a favorable alternative reagent for immunofluorescence detection of intracellular membrane antigens in many organelles.","1"
"Immunohistochemical staining was performed for carcinoembryonic antigen (CEA) in tissues taken from 41 cases of cervical and 67 cases of endometrial adenocarcinomas. Utilizing this method, smear specimens from 21 cases with cervical and 25 cases with endometrial adenocarcinomas were investigated at the cell level.","1"
"The solvent structure of alpha-chymotrypsin has been determined in the restrained least squares refinement (1.67-A resolution) of the dimeric molecule (Blevins, R. A., and Tulinsky, A. (1985) J. Biol. Chem. 260, 4264-4275). A total of 247 water molecules reduced the R-factor by 0.039 to 0.179. The average occupancy of solvent is 0.77 and the average isotropic thermal parameter is 22 A2. About 80% of the solvent is around the surface, 10% is in the dimer interface, and 10% is interior. There are 49 pairs of water molecules related by 2-fold noncrystallographic symmetry (within 1.0 A) and 199 waters that can potentially hydrogen bond with protein or themselves. The specificity sites contain 5 water molecules, 2 of which are displaced by substrate binding. The remainder probably aid in identifying and positioning the latter for catalysis. Four of these waters also occur in gamma-chymotrypsin. Considering the water structure in the dimer interface region of alpha-chymotrypsin with that of gamma-chymotrypsin reveals that about two-thirds of the solvent in this region is lost on dimerization. Last, 4 of the water molecules of alpha-chymotrypsin have been identified to be sulfate ions from a difference map based on crystals with selenate exchanged mother liquor.","1"
"We studied the proximal tibial physes of mice, seven, fifteen, twenty-two, and twenty-eight days old, to define in mathematical terms the changes in cell profile and profile orientation among growth-plate zones and to determine if cell profile and profile orientation change with changes in the rate of growth. Using electron microscopy, we identified five growth-plate zones: the reserve zone, the upper proliferative zone, the lower proliferative zone, the upper hypertrophic zone, and the lower hypertrophic zone. In transverse sections, cell profiles did not change among growth-plate zones and the degree of cell-profile orientation approached zero in all zones. In longitudinal sections, cell profiles and profile orientations differed significantly among zones. Cell profiles in the upper and lower proliferative zones were eccentric and highly oriented. They became more rounded and the degree of cell orientation decreased between the proliferative and hypertrophic zones. As the rate of longitudinal bone growth decreased, cell profiles and cell-profile orientation changed. The cell profiles in the reserve zone became flatter and in the other zones the cell profiles became more rounded. The degree of cell-profile orientation decreased quadratically in the upper and lower proliferative zones, decreased linearly in the reserve and upper hypertrophic zones, and remained unchanged in the lower hypertrophic zone.","1"
"My sister texted to the park after class and it was pretty chill.","0"
"In 738 patients, the stapler-suturing methods were used in 2 main areas of concern: closure of the major hilar broncho-vascular structures (for smaller pulmonary vessels, we use absorbable ligating clips: Absolok from Ethicon and Polysurgiclip from USSC), suture of the lung parenchyma. Regarding pedicular sutures, our rate of bronchial fistula is 1,0% (or 4,4% if only pneumonectomies are taken into account: 1,4 on the left and 7,7 on the right). These rates are compared with those gathered from the literature, with emphasis on the right main bronchus. Regarding parenchymal sutures, we place TA and GIA on collapsed parenchyma for achieving a wide range of either intralobar or translobar procedures. We lay emphasis on: the conventional segmentectomies with stapling of the intersegmental surface, and the newer and more economical ""non réglées"" transsegmental resections in which the surgeon is anymore limited by segmental frontiers. The control of blood and air leakage from the cut surface is quite satisfactory, reducing significanthy the postoperative morbidity. For both major pedicular structures and fragile lung parenchyma, the stapler-suturing methods are very reliable and provide a quicker, simpler, safer, easier and more economical surgery in lung resections.","1"
"My brother visited to the office yesterday and it took forever.","0"
"Immunoelectron microscopy with protein A gold has been used to determine the subcellular location of the ring-infected erythrocyte surface antigen (RESA) of Plasmodium falciparum. RESA was associated with dense vesicles presumed to be micronemes within merozoites. RESA was not detected on the surface of merozoites but was located at the membrane of erythrocytes infected with ring-stage parasites. RESA within merozoites was largely soluble in the nonionic detergent Triton X-100, but was insoluble in this detergent when associated with the erythrocyte membrane.","1"
"They visited to the park yesterday and then I took a nap.","0"
"Phagocytic and bactericidal activities were studied in Mycobacterium leprae-infected normal (NI) and thymectomized/irradiated (TRI) mice at different time periods. No significant differences were seen in the phagocytic activity for Staphylococcus aureus at 3, 6, and 9 months in the normal infected (NI) and normal control (NC) mice. A slight but significant decrease in the phagocytosis of S. aureus was seen in the TRI as compared to the NI group at 3 months which recovered at 6 months. Phagocytosis of sheep erythrocytes was depressed in the TRI as compared to the NI group at 6 months only. No significant differences in the phagocytosis of latex particles were seen in any of the groups at any time of infection. Bactericidal activity was significantly reduced in the NI group as compared to the NC group and, similarly, in the TRI group as compared to the TRC group at all periods of infection. The M. leprae-infected T/R 900 group (TRI) showed more decrease in bactericidal activity when compared to the normal infected (NI) group.","1"
"My sister texted to the supermarket last night because I was bored.","0"
"My brother went to the gym this morning and it took forever.","0"
"I visited to the supermarket today and I forgot my keys again.","0"
"The structures of multiplication by transverse fission found in the lepromas and livers of nude mice and nine-banded armadillos inoculated with Mycobacterium leprae isolated from human lepromas, a nine-banded armadillo with naturally acquired leprosy-like disease, and a nine-banded armadillo inoculated with M. leprae isolated from the mangabey monkey with naturally acquired leprosy infection are described. The images of multiplication by transverse fission of M. leprae were almost always found inside the phagolysosomes of lepra cells. At the time of multiplication by transverse fission, band structures were observed generally at both sides of the fission line. According to these results, multiplication of M. leprae by transverse fission is done inside the phagolysosomes of lepra cells of nude mice and nine-banded armadillos.","1"
"We have determined the DNA sequence of a gene encoding a thymus leukemia (TL) antigen in the BALB/c mouse, and have more definitively mapped the cloned BALB/c Tla-region class I gene clusters. Analysis of the sequence shows that the Tla gene is less closely related to the H-2 genes than H-2 genes are to one another or to a Qa-2,3-region genes. The Tla gene, 17.3A, contains an apparent gene conversion. Comparison of the BALB/c Tla genes with those from C57BL shows that BALB/c has more Tla-region class I genes, and that one of the genes absent in C57BL is gene 17.3A.","1"
"The Gynecologic Oncology Group has conducted a randomized prospective trial comparing cisplatin 50 mg/m2 every 21 days (regimen 1), 100 mg/m2 every 21 days (regimen 2), and cisplatin 20 mg/m2 for five consecutive days repeated every 21 days (regimen 3). Four hundred ninety-seven evaluable patients have been accrued on this study. The response rates were 20.7%, 31.4%, and 25.0%, for regimens 1, 2, and 3, respectively; the complete remission rates were 10.0%, 12.7%, and 8.6% for regimens 1, 2, and 3, respectively. The median duration of response ranged from 3.9 to 4.8 months, the median progression-free interval from 3.7 to 4.6 months, and the median survival time from 6.1 to 7.1 months. The difference in response rates for regimens 1 and 2 is statistically significant (P = .015) but less than the magnitude originally considered clinically significant. The differences in complete remission rates, response duration, progression-free interval, and survival times are not statistically significant. The following types of toxicity were observed: serum creatinine level greater than 2 mg/dL and/or BUN level greater than 40 mg/dL was 7%, 14%, and 17% on regimens 1, 2, and 3, respectively; leukocyte count less than 4,000/microL was 27%, 44%, and 41% on regimens 1, 2, and 3, respectively. Nausea and vomiting occurred in 74 patients (83%). The regimen consisting of a 100-mg/m2 single dose has produced a statistically significant higher response rate than the 50 mg/m2 regimen while producing no appreciable differences in complete remission rate, response duration, progression-free interval, or survival. In addition, the higher dose regimen was associated with greater myelosuppression and nephrotoxicity.","1"
"A review of methods for the determination of tricyclic antidepressants in plasma or serum, based on the application of chromatographic techniques, is presented. A general discussion of the techniques in terms of their precision, accuracy, sensitivity and selectivity, with respect to parent drug and metabolites, is used to facilitate a comparison of methods. No one technique can be claimed as the method of choice for these drugs, although gas-liquid chromatography with nitrogen selective detection has some strong claims, viz. generally good sensitivity and reproducibility of assays and ready availability of equipment in most laboratories. The ultimate choice of a method for determining tricyclics will be determined more by the clinical application (routine monitoring versus pharmacokinetics) than by other factors.","1"
"My friend went to a cafe today and then I took a nap.","0"
"My brother watched to downtown on the weekend and then I took a nap.","0"
"The prothrombin activator present in the venom of the mainland tiger snake (Notechis scutatus scutatus) was purified to homogeneity by gel chromatography on Sephadex G-200 followed by ion-exchange chromatography on SP-Sephadex. The venom activator has an apparent molecular weight of 54,000. It consists of a heavy chain (Mr = 32,000) and a light chain (Mr = 23,000) held together by one or more disulfide bridges. The active site is located at the heavy chain region of the molecule. The venom activator contains 8 gamma-carboxyglutamic acid residues/molecule. Gel electrophoretic analysis of prothrombin activation indicates that the venom activator is capable of cleaving both the Arg 274-Thr 275 and Arg 323-Ile 324 bonds of bovine prothrombin. The order of bond cleavage appears to be random since prethrombin-2 and meizothrombin occur as intermediates during prothrombin activation. Prothrombin activation by the venom activator alone is very slow. This is explained by the unfavorable kinetic parameters for the reaction (Km for prothrombin = 105 microM, Vmax = 0.0025 nmol of prothrombin activated per min/microgram of venom activator). Phospholipids plus Ca2+ and Factor Va greatly stimulate venom-catalyzed prothrombin activation. In the presence of 50 microM phospholipid vesicles composed of 20 mol % phosphatidylserine and 80 mol % phosphatidylcholine, the Km drops to 0.2 microM, whereas there is hardly any effect on the Vmax. Factor Va causes a 3,500-fold increase of the Vmax (8.35 nmol of prothrombin activated per min/microgram of venom activator) and a 10-fold decrease of the Km (9.5 microM). The most favorable kinetic parameters are observed in the presence of both 50 microM phospholipid and Factor Va (Km = 0.16 microM, Vmax = 27.9 nmol of prothrombin activated per min/microgram of venom activator). These changes of the kinetic parameters explain the stimulatory effects of Factor Va and phospholipid on venom-catalyzed prothrombin activation. The venom activator slowly converts the Factor Xa-specific chromogenic substrates CH3SO2-D-leucyl-glycyl-L-arginine-p-nitroanilide and N-benzoyl-L-isoleucyl-L-glutamyl-(piperidyl)-glycyl-L-arginyl-p-nitroani lide hydrochloride. Factor Va causes a 7-fold stimulation of chromogenic substrate conversion by the venom activator. This stimulation appears to be the result of the formation of a tight 1:1 complex between the venom activator and Factor Va.","1"
"A new solid phase enzyme immunoassay (EIA) for detection of rubella-specific immunoglobulin G (IgG) antibody was developed. The test uses polystyrene microtiter strips coated with rabbit anti-human IgG immunoglobulins as the solid phase and an enzyme-labelled semipurified rubella antigen as indicator. The direct EIA was compared with hemagglutination inhibition (HI), single radial hemolysis (SRH), radioimmunoassay (RIA) and time-resolved fluoroimmunoassay (TR-FIA) using 52 serum specimens from patients with remote rubella infection. The overall agreement of direct EIA with HI was 96.1%, with SRH and RIA 98.1% and with TR-FIA 100%. The linear regression coefficient varied from 0.77 to 0.91, the best being obtained with direct EIA and SRH. The direct EIA was also suitable for diagnosis of acute infections, as a significant increase in antibody levels was detected in all paired specimens tested from patients with acute rubella infection. The sensitivity and were comparable to those of the assays employed. An advantage of the present assay is that the same method and same labelled antigen can be used to test for different classes of antibody using simply a solid phase with capture antibodies of different chain specificity.","1"
"SLP is a lambda-like bacteriophage specific for Serratia marcescens strains. Morphological studies have demonstrated that SLP virions present two cross-bar structures on its tail not described in bacteriophages specific for Enterobacteriaceae. SDS-polyacrylamide gel electrophoresis of major capsid proteins as well as electron micrographs are reported.","1"
"An enzyme immunoassay technique based on the direct detection of Chlamydia trachomatis antigen in urethral or cervical swabs was used for the rapid diagnosis of chlamydial genital infection. Urethral and cervical samples from 140 patients were tested in parallel by enzyme immunoassay and cell culture using iodine staining. The direct test had a sensitivity of 92.5% and specificity of 97.2% when compared with the cell culture system. The enzyme immunoassay technique provides a rapid and simple method for diagnosing chlamydial genital infection and may be performed on a large number of samples in laboratories which do not have tissue culture facilities or a trained microscopist.","1"
"The mechanism(s) and site(s) of the insulin resistance were examined in nine normal-weight noninsulin-dependent diabetic (NIDD) subjects. The euglycemic insulin clamp technique (insulin concentration approximately 100 microU/ml) was employed in combination with hepatic and femoral venous catheterization and measurement of endogenous glucose production using infusion of tritiated glucose. Total body glucose metabolism in the NIDD subjects (4.37 +/- 0.45 mg/kg per min) was 38% (P less than 0.01) lower than in controls (7.04 +/- 0.63 mg/kg per min). Quantitatively, the most important site of the insulin resistance was found to be in peripheral tissues. Leg glucose uptake in the diabetic group was reduced by 45% as compared with that in controls (6.0 +/- 0.2 vs. 11.0 +/- 0.1 mg/kg leg wt per min; P less than 0.01). A strong positive correlation was observed between leg and total body glucose uptake (r = 0.70, P less than 0.001). Assuming that muscle is the primary leg tissue responsible for glucose uptake, it could be estimated that 90 and 87% of the infused glucose was disposed of by peripheral tissues in the control and NIDD subjects, respectively. Net splanchnic glucose balance during insulin stimulation was slightly more positive in the control than in the diabetic subjects (0.31 +/- 0.10 vs. 0.05 +/- 0.19 mg/kg per min; P less than 0.07). The difference (0.26 mg/kg per min) in net splanchnic glucose balance in NIDD represented only 10% of the reduction (2.67 mg/kg per min) in total body glucose uptake in the NIDD group and thus contributed very little to the insulin resistance. The results emphasize the importance of the peripheral tissues in the disposal of infused glucose and indicate that muscle is the most important site of the insulin resistance in NIDD.","1"
"The effects of iontophoretically applied GABA (gamma-aminobutyric acid) and bicuculline on retinal ganglion cells were studied in the optically intact eye of the anaesthetized cat. GABA suppressed both the spontaneous activity and light-evoked discharge of all retinal ganglion cells, regardless of their type and regardless of the visual stimulus used. Bicuculline antagonized the action of iontophoretically applied GABA. Bicuculline enhanced the spontaneous activity of on-centre cells, but suppressed the spontaneous activity of most off-centre cells. The light-evoked response of on-centre cells was increased by bicuculline. A more complicated picture emerged for off-centre cells. Weak light responses were suppressed by bicuculline, but during strong light responses the initial transient phase of the response was dramatically enhanced. Amacrine cells of the inner nuclear layer and displaced amacrine cells of the ganglion cell layer were labelled, using glutamic acid decarboxylase (GAD) immunohistochemistry and [3H]muscimol uptake. GAD-positive dendrites were found throughout the inner plexiform layer and no sign of dendritic stratification was detected.","1"
"Someone bought to the supermarket after class and it was pretty chill.","0"
"My brother bought to the park after class and it took forever.","0"
"Three of four extreme methods of immunization completely failed to protect mice against challenge with the homologous strain of Fusobacterium necrophorum. Unsuccessful vaccines included (1) broth culture killed by mild heat and emulsified with Freund's complete adjuvant, and (2) a homogenate of heavily infected mouse brains, inactivated by mild heat and given in two doses. Also unsuccessful as a method of immunization was the production of a severe subcutaneous infection with F. necrophorum, followed by curative treatment with metronidazole. Slight but significant protection against subcutaneous challenge resulted, however, from two such infections given in rapid succession. It would appear that the main virulence factors of F. necrophorum are only weakly immunogenic, and the experiments give little encouragement to the prospect of an effective necrobacillosis vaccine.","1"
"Someone called to the library yesterday and it was pretty chill.","0"
"The morphological and functional differentiation of GABAergic interneurons present in cerebellar primary cultures has been examined by means of [3H]gamma-aminobutyric acid (GABA) autoradiography and [3H]GABA depolarization-evoked release. At 2 days in vitro these neurons showed scarce accumulation of radioactivity and no Ca2+-dependent K+-evoked or veratridine-induced release of [3H]GABA. At 5 days in vitro GABAergic interneurons appeared more intensely labeled and had grown out long and often branched neuritic processes; a large Ca2+-dependent release of [3H] GABA could be evoked by high K+. At later stages the progressive increase in labeling and branching of the neuritic processes was paralleled by a further increase in the amount and Ca2+ dependence of [3H]GABA release; a tetrodotoxin-sensitive, veratridine-stimulated release was also demonstrated. The [3H]GABA-accumulating stellate astrocytes present in the culture were not responsible for the observed release of the amino acid. GABAergic neurons were also identified by indirect immunofluorescence, using antibodies to the specific marker glutamic acid decarboxylase. Total renewal of the culture medium at 7 days in vitro caused a drastic (90%) reduction in the number of GABAergic neurons and a concomitant decrease in the amount of [3H]GABA uptake and release in the cultures. The disappearance of GABAergic neurons was caused by a low molecular weight (Mr less than 1000) fraction of the serum used to supplement the basal culture medium. This serum component did not significantly influence the survival of the major neuronal population of the culture (the granule cells) and appeared to be selectively toxic for GABAergic neurons only after they had reached a quite advanced degree of morphological and functional differentiation in vitro. The toxic activity was no longer present in neuronal or glial conditioned media.","1"
"We visited to the park yesterday and I forgot my keys again.","0"
"We have previously demonstrated that peanut oil is not allergenic to peanut-sensitive individuals. Seven soybean-sensitive patients were enrolled in a double-blind crossover study to determine whether ingestion of soybean oil can induce adverse reactions in such patients. All subjects had histories of systemic allergic reactions (urticaria, angioedema, wheezing, dyspnea, and/or vomiting) after soybean ingestion and had positive puncture skin tests with a 1:20 w/v glycerinated-saline whole soybean extract. Sera from six of the seven subjects were tested by RAST assay for the presence of specific IgE antibodies to soybean allergens. All patients had elevated levels of serum IgE antibodies to the crude soybean extract; binding values ranged from 2.3 to 28.1 times that of a negative control serum. Before the oral challenges, all patients demonstrated negative puncture skin tests to three commercially available soybean oils and to olive oil (control). On four separate days, patients were challenged with the individual soybean oils and olive oil in random sequence. At 30-minute intervals, under constant observation, patients ingested 2, 5, and 8 ml of one of the soybean oils or olive oil contained in 1 ml capsules. No untoward reactions were observed with either the commercially available soybean oils or olive oil. Soybean oil ingestion does not appear to pose a risk to soybean-sensitive individuals.","1"
"Spermatozoa of the California red abalone (Haliotis rufescens; Phylum Mollusca, order Archeogastropoda) possess an acrosomal protein that dissolves the egg vitelline layer during fertilization. Evidence strongly suggests that the dissolution mechanism is a stoichiometric, nonenzymatic process that depends on the hydrophobic nature of the sperm protein which should therefore be termed an egg-lysin. Here we report the complete amino acid sequence of this unique protein. Peptides obtained by cyanogen bromide cleavage and trypsin and V8 protease digestions were isolated and subjected to automated Edman degradation. Seven unique CNBr fragments accounted for the intact lysin and the proteolytically derived peptides were used to establish the order of these fragments. The protein is composed of 134 amino acids and contains 36 charged amino acids. The majority of these occur at distances of 2 or 3 residues from each other. A stretch of 41 amino acids contains 10 positively charged amino acids and no negatively charged residue. Model building experiments demonstrated that the charged residues that may occur in alpha-helical regions of the protein would occupy one-half of the circumference of such helices. The other half would display predominantly hydrophobic residues. This arrangement of the charged and hydrophobic residues may account for the biological properties of the lysin.","1"
"Four thousand two hundred and forty six samples of retail processed food were examined for the presence of Escherichia coli. Overall 12% of samples contained this organism, cakes and confectionery being more frequently contaminated (28%) than meat and meat based products (9%). Contamination was more frequent in the summer months than in the colder weather and 27% of the contaminated foods contained greater than 10(3) E. coli/g. E. coli from meat and meat based products were more commonly resistant to one or more antibiotics (14%) than were confectionery strains (1%). The significance of these findings in relation to the E. coli population of the human bowel is discussed.","1"
"My brother called to the office last night and then I took a nap.","0"
"Serum levels of TA-4, a tumor associated antigen of cervical squamous cell carcinoma, were measured in various gynecologic tumors with a RIA kit (DAINABOT). Immunohistochemical localization of TA-4 was also evaluated in the squamous cell carcinoma of the cervix. Serum TA-4 levels were elevated in 8.3% of patients with CIS, in 25% with stage Ia, in 56% with stage Ib, in 83% with stage II, in 75% with stage III and IV and in 100% with recurrent squamous cell carcinoma of the cervix, respectively. No patients were positive for TA-4 in endometrial and ovarian cancers. Serum TA-4 levels declined distinctively after treatment in accordance with the disappearance of initial tumors in some patients with advanced carcinoma. TA-4 was demonstrated immunohistochemically in 2 out of 8 CIS, 3 out of 8 microinvasive carcinoma, 4 out of 4 keratinizing type, 7 out of 7 large cell type and 3 out of 6 small cell type of invasive squamous cell carcinoma, respectively. In each type of carcinoma, TA-4 was positive in the differentiated cells. Similarly, it was found in the differentiated layers of normal squamous epithelium excluding the immature cells of the basal layer.","1"
"We walked to a cafe on the weekend and it took forever.","0"
"My brother walked to the gym this morning and then I took a nap.","0"
"My brother walked to the mall yesterday because I was bored.","0"
"My brother visited to the supermarket yesterday and it took forever.","0"
"We went to the supermarket on the weekend and it was actually fun.","0"
"This study was done to correlate mitochondrial behaviour with nuclear behaviour and cell division as well as with the germ tube formation in the dimorphic yeast Candida albicans. Three-dimensional reconstruction of electron micrographs of serially sectioned cells of the three strains was used to determined the morphological and quantitative relationships between the structures. The results suggested that at the time of entry into the bud a few mitochondria fused into a single giant one, which fragmented during mitosis and resumed a single giant form before cytokinesis, and was then partitioned into two parts. This tendency was also shown during germ tube formation. Quantitative analysis has established that growth of organelles such as the nucleus and mitochondria closely followed total cell growth, the ratio of organelle volume to total cell volume being held relatively constant.","1"
"They texted to the gym last night and it was pretty chill.","0"
